"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"22.11.2018","15.091,58","15.077,86","15.105,60","15.059,11","83,39M","-0,02%"
"21.11.2018","15.095,02","14.941,71","15.195,38","14.938,27","270,57M","1,47%"
"20.11.2018","14.877,00","14.941,73","14.952,54","14.810,56","292,34M","-1,29%"
"19.11.2018","15.071,01","15.137,44","15.170,82","15.040,53","225,78M","-0,56%"
"16.11.2018","15.155,50","15.082,92","15.170,29","15.082,92","285,19M","0,07%"
"15.11.2018","15.144,88","15.104,78","15.177,56","15.068,21","268,32M","0,08%"
"14.11.2018","15.133,12","15.172,04","15.258,01","15.046,76","295,36M","0,01%"
"13.11.2018","15.131,78","15.167,66","15.245,48","15.108,55","300,19M","-0,16%"
"12.11.2018","15.156,40","15.263,16","15.263,74","15.145,64","241,20M","-0,77%"
"09.11.2018","15.274,44","15.271,37","15.304,04","15.196,10","287,40M","-0,54%"
"08.11.2018","15.357,47","15.349,63","15.393,05","15.293,29","281,15M","-0,08%"
"07.11.2018","15.369,43","15.385,54","15.392,00","15.293,25","271,24M","0,50%"
"06.11.2018","15.292,71","15.245,00","15.295,31","15.220,16","237,09M","0,49%"
"05.11.2018","15.217,70","15.136,81","15.242,40","15.136,81","255,48M","0,65%"
"02.11.2018","15.119,28","15.204,28","15.222,91","15.037,18","268,96M","-0,20%"
"01.11.2018","15.150,15","15.032,79","15.150,15","15.029,18","290,14M","0,82%"
"31.10.2018","15.027,28","15.004,86","15.085,51","14.982,65","310,55M","0,89%"
"30.10.2018","14.894,50","14.715,67","14.899,20","14.696,31","286,52M","1,17%"
"29.10.2018","14.721,75","14.987,04","15.019,63","14.639,70","283,76M","-1,12%"
"26.10.2018","14.888,26","14.827,63","14.950,84","14.732,03","269,26M","-0,24%"
"25.10.2018","14.924,08","14.988,66","15.009,91","14.905,29","300,11M","0,10%"
"24.10.2018","14.909,13","15.265,71","15.295,68","14.900,37","290,19M","-2,46%"
"23.10.2018","15.285,17","15.244,85","15.323,16","15.094,66","346,69M","-0,83%"
"22.10.2018","15.412,70","15.488,14","15.492,88","15.364,08","278,75M","-0,37%"
"19.10.2018","15.470,10","15.478,55","15.579,83","15.466,49","251,48M","0,43%"
"18.10.2018","15.404,13","15.486,43","15.513,58","15.380,70","268,98M","-0,81%"
"17.10.2018","15.529,90","15.548,76","15.556,61","15.452,67","312,77M","-0,32%"
"16.10.2018","15.579,74","15.456,91","15.579,74","15.399,47","280,53M","1,10%"
"15.10.2018","15.409,47","15.441,38","15.476,32","15.398,47","246,96M","-0,03%"
"12.10.2018","15.414,29","15.464,02","15.470,88","15.317,67","289,28M","0,63%"
"11.10.2018","15.317,13","15.416,77","15.482,26","15.317,13","389,02M","-1,29%"
"10.10.2018","15.517,40","15.830,22","15.830,22","15.511,84","339,86M","-2,12%"
"09.10.2018","15.854,05","15.891,25","15.917,82","15.853,87","228,17M","-0,58%"
"05.10.2018","15.946,17","15.986,58","16.028,04","15.895,50","208,16M","-0,38%"
"04.10.2018","16.006,67","16.057,31","16.057,68","15.928,16","253,04M","-0,41%"
"03.10.2018","16.072,05","16.069,45","16.082,26","16.006,23","225,95M","0,34%"
"02.10.2018","16.017,23","16.086,29","16.086,29","15.987,14","248,21M","-0,54%"
"01.10.2018","16.104,43","16.152,28","16.193,06","16.069,66","232,64M","0,19%"
"28.09.2018","16.073,14","16.167,37","16.177,49","16.063,70","260,48M","-0,81%"
"27.09.2018","16.204,62","16.195,40","16.262,84","16.193,04","224,43M","0,22%"
